name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Government Accommodation for General Pool,12.16,0.0014305882352941175
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Social Security Schemes,7.0,0.0008235294117647059
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Up-gradation of Fire Fighting Services,5.3,0.0006235294117647059
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Relief on Account of Natural Calamities,1.7,0.0002
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Scheme for Development of Sport,1.6,0.00018823529411764704
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Construction and Development of Ports and Light Houses,1.01,0.0001188235294117647
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,"Schemes for SCs, STs, OBCs and Minorities",0.5,5.882352941176471e-05
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Scheme for Differently Able and Aged,0.5,5.882352941176471e-05
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Labour welfare,0.35,4.117647058823529e-05
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Welfare of Widows/Destitute Women,0.21,2.4705882352941174e-05
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Schemes of UT,Industrial Training Institutes,0.2,2.352941176470588e-05
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Grantee / Other Bodies,Grants to District Panchayats and Village Panchayats,407.3,0.04791764705882352
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Grantee / Other Bodies,Grants to Municipal Councils,118.8,0.013976470588235295
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Grantee / Other Bodies,Other Grantee Bodies,85.14,0.010016470588235295
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Other Expenditure of UT,,3.6,0.0004235294117647059
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Tribal Area Component,,1.33,0.00015647058823529413
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,UTs Supplement to Centrally Sponsored Schemes,,0.36,4.2352941176470585e-05
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Other Establishment,,,711.42,0.08369647058823529
"Ministry of Home Affairs
Demand No. 54
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu)",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,,21.45,0.002523529411764706
