name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,National Fellowship for SCs,,163.0,0.01917647058823529
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,Top Class Education for SCs,,111.0,0.013058823529411765
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,National Overseas Scholarship for SCs,,50.0,0.0058823529411764705
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for SCs,Free Coaching for SCs and OBCs,,47.0,0.0055294117647058825
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scheme of Residential Education for Students in High School in Targeted Area (SRESHTA) for SCs,,,104.65,0.012311764705882354
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Action for Mechanised Sanitation Ecosystem (NAMASTE),,,97.41,0.01146
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Pradhan Mantri Dakshta Aur Kushalta Sampann Hitgrahi (PM DAKSH) Yojana,,,92.47,0.010878823529411765
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Venture Capital Fund for SCs and OBCs,,,92.0,0.010823529411764706
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for OBCs and EBCs,National Fellowship for OBCs,,57.0,0.006705882352941177
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scholarships for Higher Education for Young Achievers Scheme (SHREYAS) for OBCs and EBCs,Interest Subsidy on Overseas Studies of OBCs and EBCs,,29.0,0.003411764705882353
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Support for Marginalized Individuals for Livelihood & Enterprise (SMILE),Comprehensive Rehabilitation for Welfare of Transgender Persons,,52.91,0.00622470588235294
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Support for Marginalized Individuals for Livelihood & Enterprise (SMILE),Comprehensive Rehabilitation of Persons Engaged in the Act of Begging,,20.0,0.0023529411764705885
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Scheme for Economic Empowerment of DNT/NT/SNTs (SEED),,,40.4,0.004752941176470588
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Information, Monitoring, Evaluation and Social Audit",,,20.0,0.0023529411764705885
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Baba Saheb Dr. B.R. Ambedkar Foundation,,40.0,0.004705882352941177
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,National Institute of Social Defence,,30.0,0.0035294117647058825
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,National Scheduled Castes Finance and Development Corporation,,15.0,0.0017647058823529412
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,National Backward Classes Finance and Development Corporation,,15.0,0.0017647058823529412
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,National Safai Karamcharis Finance and Development Corporation,,10.0,0.0011764705882352942
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Other Miscellaneous Expenditure,,10.0,0.0011764705882352942
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,National Commissions,National Commission for Scheduled Castes,,,35.0,0.00411764705882353
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,National Commissions,National Commission for Backward Classes,,,20.0,0.0023529411764705885
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,National Commissions,National Commission for Safai Karamcharis,,,12.0,0.001411764705882353
"Ministry of Social Justice and Empowerment
Demand No. 93
Department of Social Justice and Empowerment",CENTRE'S EXPENDITURE,"Commission under Commissions of Inquiry Act, 1952 to examine the matter of according Scheduled Caste status to new persons, who claim to historically have belonged to Scheduled Castes but have converted to religion other than those mentioned in the P",,,,3.05,0.0003588235294117647
