name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Other Autonomous Bodies,Support from Gross Budgetary Support (GBS),871.51,0.10253058823529412
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,"National Institute of Mental Health and Neuro-Sciences, Bengaluru",,721.15,0.08484117647058824
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,"Regional Institue of Medical Sciences, Imphal",,629.16,0.07401882352941176
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences, Shillong",,528.83,0.062215294117647056
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,"Regional Institute of Paramedical and Nursing Sciences, Aizawl",,125.04,0.014710588235294118
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,"Lokpriya Gopinath Bordoloi Regional Institute of Mental Health, Tezpur",,63.66,0.0074894117647058825
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Medical Treatment of CGHS Pensioners (PORB),,3846.19,0.4524929411764706
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,International Cooperation,,254.0,0.02988235294117647
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Other Miscellaneous  Expenditure,Gross Budgetary Support,248.02,0.029178823529411764
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Statutory and Regulatory Bodies,Regulatory and Statutory Bodies,,639.1,0.07518823529411764
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Pardhan Mantri Swasthya Suraksha Yojana,Support from  Gross Budgetary Support (GBS),,3365.0,0.39588235294117646
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National AIDS and STD Control Programme,NACO,Blood Transfusion Service,161.0,0.018941176470588236
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National AIDS and STD Control Programme,NACO,National/State Blood Transfusion Council,2.0,0.00023529411764705883
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Pradhan Mantri Ayushman Bharat Health Infrastructure Mission (PMABHIM) (Health),,,645.86,0.07598352941176471
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Family Welfare Schemes,,,516.6,0.06077647058823529
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Global Fund Grant under Covid 19 Response Mechanism 2021(EAP),,,495.0,0.05823529411764706
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Digital Health Mission - NHM,,,341.02,0.04012
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Tele Mental Health Programme,,,133.73,0.01573294117647059
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Health Sector Disaster Preparedness and Response and Human Resources Development for Emergency Medical Services,,,128.14,0.015075294117647055
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Establishment and strengthening of NCDC Branches and Health Initiatives Inter Sectoral coordination for preparation and control of Zoonotic Diseases and other neglected tropical diseases surveillance of Viral Hepatitis Anti Microbial Resistance,,,55.54,0.006534117647058823
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Nursing Services,,,33.41,0.003930588235294117
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Organ Transplant Programme,,,15.68,0.0018447058823529412
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Pharmacovigilance Programme,,,8.53,0.0010035294117647058
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,COVID -19 Emergency Response and Health System Preparedness Package - EAP,National Rural Health Mission (NRHM),,1.78,0.00020941176470588236
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Central Government Health Scheme,,,,2220.24,0.2612047058823529
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,"Safdarjung Hospital and Vardhman Mahavir Medical College, New Delhi",,,,1853.34,0.21804
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,"Dr. Ram Manohar Lohia Hospital and Atal Bihari Vajpayee Institute of Medical Sciences, New Delhi",,,,1272.18,0.14966823529411766
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Other Hospitals / Institutions,,,,1067.59,0.12559882352941176
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,Lady Hardinge Medical College and Smt. S.K. Hospitals,,,,768.15,0.09037058823529412
"Ministry of Health and Family Welfare
Demand No. 46
Department of Health and Family Welfare",CENTRE'S EXPENDITURE,"Kalawati Saran Children's Hospital, New Delhi",,,,168.53,0.01982705882352941
